employee_id,employee_name,age,gender,blood_group,department,designation,division,basic_salary,bonus,total_salary,phone,join_date,attendance_pct,email,nid,experience_yrs
EMP03160,Amena Khatun,5,Female,B+,Washing,Trainee,Gazipur,6121,397,6614,01711791449,2022-07-20,83.0,amena.khatun66@gmail.com,6923973502393,11.8
EMP03161,  Shirina Begum  ,47,Male,A-,Quality Control,Quality Inspector,Khulna,13830,982,14812,01965414309,2018-11-15,79.3,shirina.begum98@gmail.com,1759164007552,10.1
EMP03162,Monira Mondal,21,Female,A+,Washing,Senior Operator,Dhaka,16212,1853,18065,+8801812739693,2020-10-17,80.5,monira.mondal44@gmail.com,4068229547745,1.1
EMP03163,Monira Akter,27,Male,AB+,FINISHING,Floor In-charge,Sylhet,30820,1894,32714,01845461656,2021-03-09,96.1,monira.akter7@gmail.com,6666929185566,4.5
EMP03164,Amena Uddin,37,Male,A+,Finishing,Machine Mechanic,Dhaka,15171,2076,17247,01846160833,28/06/20,90.3,amena.uddin98@gmail.com,1222521196260,0.2
EMP03165,Fatema Uddin,20,Female,B-,Sew,,Narayanganj,23612.00,1453,25065,01893135319,2022-12-07,95.0,fatema.uddin21@gmail.com,5516698564445,11.0
EMP03166,Hasina Mondal,45,Female,O-,Washing,Operator,Rajshai,12739,944,13683,01899505081,2021-01-01,77.9,hasina.mondal40@gmail.com,6614095010279,
EMP03167,Faruk Miah,28,Male,B-,Store,Quality Inspector,Dhaka,"৳13,748",1130,14878,01793661388,"May 11, 2019",77.7,faruk.miah37@gmail.com,1596593542198,4.0
EMP03168,Sumaiya Islam,54,Male,B-,Admin,Helper,Gazipur,7449.00,678,8127,01954341319,2018-01-24,77.8,sumaiya.islam35@gmail.com,1895918842950,9.8
EMP03169,Jamal Talukder,,Male,AB-,Quality Control,Senior Operator,Dhaka,13291,1264,14555,01965-406171,2018-07-01,87.2,jamal.talukder53@gmail.com,4082427808579,14.0
EMP03170,faruk hawladar,26,Male,O-,Embroidery,Line Chief,Khulna,28255 taka,4175,32430,01946-843346,"October 07, 2021",78.9,faruk.hawladar28@gmail.com,1134357836161,11.0
EMP03171,Hasina Mondal,22,Male,B+,Store,Line Chief,Sylhet,29978,3604,33582,01994330080,2021/01/26,,hasina.mondal9@gmail.com,9238110107526,7.0
EMP03172,md. rahim begum,49,Female,O+,Admin,Trainee,Dhaka,6948,737,7685,01730747325,31/07/22,77.0,md..begum58@gmail.com,5542904261167,4.7
EMP03173,  Monira Hawladar  ,36,Male,A+,EMBROIDERY,Line Chief,Rajshahi,24800,1601,26401,01734284173,08-01-2021,90.4,monira.hawladar47@gmail.com,9831963564880,4.1
EMP03174,Mofiz Akter,28,Female,B+,Store,Helper,Sylhet,7539,408,7947,01851753517,02-06-2020,76.4,mofiz.akter94@gmail.com,7258893901314,6.5
EMP03175,SELIM HOSSAIN,29,Male,O+,Quality Ctrl,Senior Operator,GAZIPUR,17326,1648,18974,01736183577,"March 19, 2021",,selim.hossain84@gmail.com,3131801802739,1.0
EMP03176,Sharmin Khatun,27,Female,AB+,Cutting,Supervisor,Narayanganj,20169,2844,23013,01731120156,"January 13, 2021",81.0,sharmin.khatun72@gmail.com,9922057347642,3.2
EMP03177,  Fatema Biswas  ,48,Female,AB+,Quality Control,Supervisor,Khulna,23249,1785,25034,01763943809,31/12/20,78.6,fatema.biswas57@gmail.com,2867150343472,8.4
EMP03178,Jamal Begum,38,Male,O+,Store,Trainee,Narayanganj,0,513,6789,01775424864,24-04-2021,92.3,jamal.begum86@gmail.com,7196641912350,10.3
EMP03179,  Belal Hawladar  ,36,Male,A-,Admin,Supervisor,Rajshahi,17959,1817,19776,01814505250,"August 10, 2018",82.5,belal.hawladar38@gmail.com,5047875546270,7.1
EMP03180,Faruk Miah,47,Female,B+,Washing,Supervisor,Chattogram,23914,2819,26733,01952349089,13-09-2018,87.9,faruk.miah9@gmail.com,1914479531430,12.5
EMP03181,Rashid Islam,49,Female,AB+,cutting,Machine Mechanic,rajshahi,17620,1477,19097,01899355536,30/01/21,78.4,rashid.islam44@gmail.com,9991544463864,6.1
EMP03182,  Monira Ali  ,36,Female,,Maintenance,Asst. Manager,khulna,49569,7179,56748,01846221486,not recorded,77.3,monira.ali60@gmail.com,4745178939301,13.6
EMP03183,Fatema Begum,24,Female,O-,Finishing,Asst. Manager,Khulna,52277,4396,56673,01710173702,2022/03/10,82.2,fatema.begum84@gmail.com,7627009387847,7.6
EMP03184,  Nasrin Talukder  ,33,Female,B+,Maintenance,Supervisor,Rajshai,19027,1854,20881,01821-017820,"February 03, 2018",94.9,nasrin.talukder51@gmail.com,9375967872152,13.8
EMP03185,Roksana Akter,50,Male,AB-,Maintenance,Asst. Manager,Chattogram,51432,3902,54907,01951821314,2020-04-25,86.7,roksana.akter22@gmail.com,7608792004672,14.1
EMP03186,Amena Akter,29,Female,AB+,stores,Helper,Dhaka,7067,1014,8081,01911315257,2021/06/10,79.2,amena.akter92@gmail.com,5063873053939,9.5
EMP03187,Monira Khan,51,Male,O+,Quality Control,Line Chief,Naraynganj,28455,2704,31159,01991981695,2021/04/09,88.1,monira.khan16@gmail.com,6748026916708,4.8
EMP03188,  Sumaiya Ali  ,21,Female,O+,Admin,Asst. Manager,Narayanganj,41051,5306,46357,01879508995,2019-10-19,98.7,sumaiya.ali75@gmail.com,4518476629083,3.7
EMP03189,  Selim Islam  ,53,Female,O-,CUTTING,Floor In-charge,Rajshahi,33573,3239,36812,01778601835,2018-10-30,75.6,selim.islam18@gmail.com,2296944528758,4.5
EMP03190,Md. Rahim Hawladar,21,Female,B+,Packing,Asst. Manager,Sylhet,51677,4326,56003,01858787640,2022-03-12,79.0,md..hawladar15@gmail.com,1370819106,13.5
EMP03191,Mamun Miah,51,Female,AB+,Cutting,Senior Operator,Gazipur,17950,1144,19094,01843028943,10/07/22,79.7,mamun.miah72@gmail.com,5438999767594,2.2
EMP03192,Nadia Talukder,47,Male,O+,Admin,Operator,Chattogram,12075,753,12828,01790964497,"July 21, 2021",94.2,nadia.talukder79@gmail.com,4813637287007,6.1
EMP03193,Nadia Khan,54,Female,A+,Admin,Asst. Manager,Gazipur,47961,2994,50955,01876342268,2019-10-16,85.4,nadia.khan8@gmail.com,5353624962137,12.2
EMP03194,Md. Rahim Islam,44,Female,AB+,Quality Control,Line Chief,Syhlet,20973,2131,23104,01889761622,"April 03, 2022",92.3,md..islam41@gmail.com,6977711322538,14.5
EMP03195,Kulsum Ali,42,Female,O+,pack,Trainee,Khulna,7162,797,7959,01837026007,14/05/20,76.7,kulsum.ali94@gmail.com,7578452014545,10.3
EMP03196,Lovely Akter,48,Female,A+,Admin,Asst. Manager,dhaka,42882,5667,48549,01771911115,2019-05-03,83.5,lovely.akter51@gmail.com,8334985927606,7.7
EMP03197,Amena Akter,42,Female,O+,quality control,Machine Mechanic,Chattogram,17092,1256,18348,01760506565,2020-09-18,99.0,amena.akter80@gmail.com,5945663033407,7.9
EMP03198,SUMAIYA ISLAM,25,Male,O+,Finishing,Supervisor,Sylhet,17937.00,1449,19386,01791250029,2021/07/22,87.8,sumaiya.islam81@gmail.com,1101036404304,7.9
EMP03199,Monira Hossain,43,Male,AB-,Finishing,Operator,Narayanganj,13960,1498,15458,01763857637,2019-06-13,77.5,monira.hossain63@gmail.com,4180222007880,14.1
EMP03200,FARUK KHAN,22,Male,B+,Sewing,Floor In-charge,Syhlet,31861,1631,33492,01744772470,2019-01-17,75.1,faruk.khan63@gmail.com,6613878243779,9.2
EMP03201,Mamun Talukder,22,Female,A-,Washing,Quality Inspector,Dhaka,12077 taka,1146,13223,01788361373,"July 26, 2018",84.4,mamun.talukder60@gmail.com,4946388569942,6.3
EMP03202,Abdul Karim Talukder,20,Female,A-,Embroidery,Helper,SYLHET,8653,756,9409,01932878832,"January 19, 2019",80.7,abdul.talukder16@gmail.com,9553036257485,1.8
EMP03203,Habib Khatun,53,Female,B+,Admin,Asst. Manager,Gazipur,39237 taka,4770,43626,01923235481,2019-03-26,82.9,habib.khatun7@gmail.com,4818830407004,10.1
EMP03204,Roksana Hossain,51,Male,AB-,Store,Quality Inspector,Rajshahi,16045,1171,17216,01988013040,2018-04-22,86.3,roksana.hossain77@gmail.com,1287369950155,8.4
EMP03205,Faruk Sarker,50,Female,O-,Packing,,Rajshahi,"৳14,833",1837,16670,01714003081,2022-12-13,78.3,faruk.sarker27@gmail.com,6570119110848,2.5
EMP03206,Abdul Karim Hossain,34,Female,B+,MAINTENANCE,Senior Operator,Chattogram,13729,1277,15006,01753423845,"November 04, 2021",92.4,abdul.hossain89@gmail.com,3365526885157,11.2
EMP03207,Lovely Ali,35,Male,AB+,Store,Senior Operator,Chattogram,14527,1325,15852,01740575991,15-09-2022,,lovely.ali90@gmail.com,3278051608667,1.7
E-3208,সুমাইয়া Sarker,20,Male,B+,Maintenance,Operator,Rajshahi,13126,1842,14968,01760433556,2022-07-17,78.7,faruk.talukder33@gmail.com,6054884018656,1.0
EMP03209,Selim Mondal,44,Male,B-,Sweing,Senior Operator,Gazipur,13647 taka,1401,15048,01839812660,2018-06-27,76.9,selim.mondal29@gmail.com,4237689610934,9.0
EMP03210,Sumaiya Hossain,26,Female,B+,Admin,Helper,Khulna,8505,661,9166,01832323289,2021-12-27,93.3,sumaiya.hossain57@gmail.com,5109189292602,8.6
EMP03211,  Nadia Akter  ,46,Male,A+,Finishing,Floor In-charge,Gazipur,39377,3528,42905,01932-165594,2020-12-11,91.6,nadia.akter46@gmail.com,6053723497696,0.1
EMP03212,Rubel Hossain,41,Female,,Embroidery,Floor In-charge,Rajshahi,27572,4098,31670,01954567880,2019-02-21,85.9,rubel.hossain34@gmail.com,5578901089704,8.8
EMP03213,Md. Rahim Miah,18,Male,AB+,Cutting,Line Chief,Khulna,20773,3034,23807,01761832300,2020-11-04,81.8,md..miah39@gmail.com,7748980629212,6.4
EMP03214,Md. Rahim Khatun,54,Male,AB-,Sewing,Asst. Manager,Rajshahi,44876,4075,48951,01822619201,2020-01-26,87.1,md..khatun74@gmail.com,1219259420232,14.8
EMP03215,Faruk Uddin,26,Male,B-,Quality Control,Quality Inspector,Khulna,14686,1730,16416,N/A,"October 18, 2018",99.2,faruk.uddin88@gmail.com,5712755179239,0.5
EMP03216,Abdul Karim Miah,45,Female,AB+,Cutting,Operator,Sylhet,13727,1927,15654,01828031429,2021-06-01,99.4,abdul.miah20@gmail.com,8608534730861,8.5
EMP03217,Anwar Mondal,,Female,A+,Store,Machine Mechanic,Dhaka,13537,792,14329,01871429149,"September 17, 2018",89.8,anwar.mondal71@gmail.com,6506443321163,6.9
EMP03218,Faruk Begum,41,Female,A+,Sewing,Operator,Chattogram,12763,1504,14267,01917-653238,28-11-2021,78.7,faruk.begum1@gmail.com,3955894170407,12.8
EMP03219,Faruk Islam,54,Male,AB-,Sewing,Floor In-charge,Khulana,35862,4179,40041,01958421567,10/05/21,86.3,faruk.islam21@gmail.com,4239030184991,3.6
EMP03220,habib sheikh,40,Male,B-,sewing dept,Senior Operator,Rajshahi,17348,1006,18354,,"July 13, 2019",79.7,habib.sheikh80@gmail.com,1664989778529,10.8
EMP03221,Fatema Biswas,39,Male,AB+,MAINTENANCE,Quality Inspector,NARAYANGANJ,16186,1954,18140,01949092563,2022-01-05,,fatema.biswas57@gmail.com,5724805500145,5.9
EMP03222,Kulsum Ali,27,Male,A-,Admin,Operator,Khulna,"৳12,624",1780,14404,01889230694,02-07-2022,82.2,kulsum.ali95@gmail.com,5253169154867,3.9
EMP03223,কুলসুম Akter,46,Male,A-,Cutting,Line Chief,Narayanganj,21585,3074,24659,01950647161,2021/05/30,77.9,shirina.uddin11@gmail.com,8183226747055,11.4
EMP03224,KULSUM UDDIN,19,Female,B-,embroidery,Senior Operator,Khulna,13064,1137,14201,01970276318,2019-11-07,79.5,kulsum.uddin99@gmail.com,6711010111952,12.2
EMP03225,Md. Rahim Miah,26,Male,A+,Embrodiery,Quality Inspector,Narayanganj,16651,2168,18819,01812961310,2020-07-01,98.4,md..miah96@gmail.com,2502190054826,10.5
EMP03226,Mamun Mondal,twenty eight,Male,O+,Sewing,Helper,Dkha,8364,1181,9545,01954959132,2019-10-15,85.0,mamun.mondal18@gmail.com,9363977211585,10.6
EMP03227,Sumaiya Hawladar,43,Female,AB+,Finishing,Senior Operator,Naraynganj,14354.00,1631,15985,01786792216,21-10-2018,85.7,sumaiya.hawladar95@gmail.com,2395289762259,0.1
EMP03228,Sumaiya Akter,21,Female,B-,SEWING,Floor In-charge,Chattogram,34421,4237,38658,01930788439,2018-05-10,76.5,sumaiya.akter79@gmail.com,5180601239408,4.1
EMP03229,Mamun Hossain,23,Female,O-,Admin,Line Chief,CTG,24309.00,1512,25821,,2021/07/05,94.9,mamun.hossain75@gmail.com,5716668563957,6.0
EMP03230,Lovely Sarker,28,Male,A+,EMB,Quality Inspector,Khulna,16326,1976,18302,01752979503,2020-02-12,82.8,lovely.sarker52@gmail.com,6399942130718,2.1
EMP03231,SHIRINA KHAN,30,Female,B+,Maintenance,Senior Operator,Khulana,13674,1418,15092,01971549214,21/09/22,96.6,shirina.khan15@gmail.com,8628889022469,9.2
EMP03232,Md. Rahim Uddin,28,Male,B-,Embroidery,Asst. Manager,Chattogram,40919,5437,46356,01822994652,2019-08-29,97.2,md..uddin54@gmail.com,3007846259378,3.0
EMP03233,AMENA ISLAM,51,Female,O-,Store,Machine Mechanic,Dhaka,15814 taka,2058,17872,01981289924,2022-01-16,85.5,amena.islam47@gmail.com,5718820971674,3.7
EMP03234,Rubel Biswas,42,Male,AB-,Cutting,Supervisor,Dhaka,21297,2139,23436,01793336405,2022-07-18,88.7,rubel.biswas21@gmail.com,3580868504561,1.0
EMP03235,Nadia Hawladar,32,Male,B-,finish,Line Chief,Khulana,"৳24,828",2478,27306,01820733044,2021-03-21,85.2,nadia.hawladar32@gmail.com,6635622046251,9.7
EMP03236,Habib Uddin,19,Male,A-,Store,Quality Inspector,Sylhet,13114,1425,14539,01853868712,2019-01-05,87.5,habib.uddin5@gmail.com,5537153971513,14.1
EMP03237,Mamun Uddin,22,Male,O-,Washing,Line Chief,Gazipur,21843,2203,24046,01888457167,"May 17, 2019",75.7,mamun.uddin85@gmail.com,4519191629144,12.5
EMP03238,Md. Rahim Islam,24,Female,A+,stores,Helper,Gazipur,8685,739,9424,01952292705,2021-10-02,99.9,md..islam84@gmail.com,4470292516922,12.8
EMP03239,Selim Hawladar,51,Male,O-,Sewing,Asst. Manager,Khulna,45614,4557,50171,01910641625,03/07/18,95.7,selim.hawladar51@gmail.com,5416848441563,11.3
EMP03240,Shirina Akter,53,Male,A-,Embroidery,Floor In-charge,Narayanganj,30844,1997,32841,01780793233,20-04-2022,92.9,shirina.akter54@gmail.com,7953792510216,14.8
EMP03241,Kulsum Mondal,38,Female,A-,stores,Operator,Narayanganj,"৳11,926",806,12732,01852284990,"March 28, 2019",75.5,kulsum.mondal40@gmail.com,4951906578808,9.6
EMP03242,Shirina Khan,50,Female,B+,Finishing,Line Chief,Naraynganj,21988,1176,23164,01982849370,2019-09-12,77.5,shirina.khan40@gmail.com,6583257450590,7.6
EMP03243,Nasrin Miah,43,Female,O+,Maintenance,Senior Operator,CTG,15920,1925,17845,01884048328,2020-01-02,79.0,nasrin.miah64@gmail.com,7280330105589,8.8
EMP03244,Habib Khan,25,Female,O+,Sewing,Line Chief,Chattogram,28493,2780,,01926287660,2022-12-03,89.6,habib.khan7@gmail.com,9198304587675,6.0
EMP03245,RASHID ISLAM,41,Male,O+,Washing,Line Chief,N.ganj,29772,2812,32584,01758083161,08/07/18,80.1,rashid.islam23@gmail.com,3935171171500,12.9
EMP03246,  Anwar Sarker  ,55,Female,O+,Cutting,Trainee,rajshahi,6411 taka,459,6870,01713-118376,2022-05-16,86.8,anwar.sarker27@gmail.com,9371973218304,10.0
EMP03247,  Sharmin Uddin  ,21,Female,AB+,Washing,Quality Inspector,GAZIPUR,17039.00,2470,19509,01834301152,07-12-2022,91.2,sharmin.uddin70@gmail.com,1860385963640,5.6
EMP03248,Belal Islam,35,Female,A+,Finishing,Operator,RAJSHAHI,9044.00,564,9608,01858910202,"February 16, 2022",87.2,belal.islam6@gmail.com,9944185301224,12.8
EMP03249,Sharmin Begum,29,Male,A+,FINISHING,Helper,Rajshahi,7960,894,9262,01951974640,2019-12-13,82.1,sharmin.begum11@gmail.com,2695353160369,6.3
EMP03250,Nadia Islam,54,Female,B-,Packing,Quality Inspector,Khulna,17384,1312,18696,01824232313,2019-02-22,75.0,nadia.islam54@gmail.com,1586139212045,11.9
EMP03251,Nasrin Islam,34,Male,A-,Embroidery,Operator,Dhaka,"৳12,000",786,12786,01782130851,2019-07-20,78.0,nasrin.islam26@gmail.com,2043492206825,9.1
EMP03252,Hasina Ali,53,Male,B+,maintenance,Operator,Chattogram,13425,1645,15070,01894902740,2018-02-06,96.8,hasina.ali57@gmail.com,7022688704496,10.3
EMP03253,Faruk Sheikh,34,Male,B+,cutting,Trainee,Khulna,6267,870,7137,01836166608,2018-03-05,94.5,faruk.sheikh55@gmail.com,3625590624503,2.3
EMP03254,Selim Ali,51,Male,AB-,Maintenance,Quality Inspector,Narayanganj,12838,1705,14543,01949954905,2022-06-05,85.3,selim.ali20@gmail.com,2869616128679,8.2
EMP03255,Sharmin Miah,22,Female,AB-,Strore,Senior Operator,Narayanganj,15824,1424,17248,01871485890,2021-01-02,85.2,,4730111996088,6.8
EMP03256,Sharmin Khan,43,Male,AB-,Cuttng,Machine Mechanic,Rajshahi,13641 taka,900,14541,01826097541,2021-10-08,82.3,sharmin.khan71@gmail.com,6774619224501,0.3
EMP03257,Shirina Khan,18,Male,A+,Admin,Machine Mechanic,Khulana,12459,672,13131,+8801841272998,2021-09-28,89.2,shirina.khan35@gmail.com,5348898503036,4.6
EMP03258,Jamal Khatun,18,Female,B+,Sewing,Asst. Manager,Gazipur,36562,2778,39340,01915817075,23-04-2018,,jamal.khatun33@gmail.com,8034756029963,10.1
EMP03259,ANWAR HOSSAIN,48,Female,B-,Quality Control,Machine Mechanic,Gazipur,16017,1011,17028,01931504742,2019-07-17,98.2,anwar.hossain26@gmail.com,3964557874486,1.4
EMP03260,Rubel Talukder,55,Female,B-,Sewing,Senior Operator,NARAYANGANJ,17209,1583,18792,01823176249,??-??-????,82.1,rubel.talukder42@gmail.com,3424028405247,
EMP03261,Shirina Uddin,39,Male,AB+,Finishing,Helper,Sylhet,"৳8,984",1159,10143,01980534255,13/05/21,80.0,shirina.uddin51@gmail.com,9595452334158,1.5
EMP03262,Nadia Uddin,48,Male,B+,Maintnance,Operator,Chattogram,"৳9,474",817,10291,01759645289,2018-02-24,85.1,nadia.uddin39@gmail.com,2467936522261,4.5
EMP03263,Abdul Karim Islam,34,Male,AB+,Store,Senior Operator,Narayanganj,"৳13,185",1243,14428,01994477937,"November 04, 2020",87.3,abdul.islam75@gmail.com,3626686049219,11.8
EMP03264,Lovely Begum,20,Male,A-,Sewing,Trainee,NARAYANGANJ,6903,813,7716,01868199184,2018/12/23,99.9,lovely.begum76@gmail.com,8549879705816,12.0
EMP03265,Kulsum Uddin,51,Female,A+,Quality Control,Quality Inspector,Rajshai,12687,1310,13997,01753889936,2018-02-14,99.5,kulsum.uddin94@gmail.com,9777434627634,8.0
EMP03266,করিম Talukder,47,Female,AB+,Cutting,Quality Inspector,Chattogram,17377 taka,1556,18933,01965012221,27-01-2019,150,,3388653187285,9.9
EMP03267,  Monira Miah  ,forty five,Female,AB+,Store,Quality Inspector,Rajshahi,13990,1021,15011,01969464821,03-06-2018,76.5,monira.miah9@gmail.com,,7.3
EMP03268,Sumaiya Begum,36,Male,A-,Store,Senior Operator,Sylhet,14575 taka,1022,16035,01726765736,2021-11-23,86.6,sumaiya.begum50@gmail.com,5069572961,6.6
EMP03269,Fatema Sarker,40,Male,A+,Finishing,Asst. Manager,Chattogram,54328,4337,,01735683985,2018-09-07,82.8,fatema.sarker44@gmail.com,4322475513163,1.7
EMP03270,Amena Hossain,45,Female,AB-,FINISHING,Supervisor,Chattogram,21916,3153,25069,01769392188,2020/03/03,90.2,amena.hossain70@gmail.com,7863613268033,13.3
EMP03271,করিম Hawladar,34,Male,AB-,Embroidery,Trainee,DHAKA,7069 taka,585,7654,01782313546,2020-11-20,82.3,lovely.talukder28@gmail.com,2645762605193,12.9
EMP03272,Sumaiya Khan,29,Female,B-,Cutting,Trainee,Narayanganj,7101,813,7914,01733844085,2019-10-18,77.3,sumaiya.khan42@gmail.com,4381399450263,2.1
EMP03273,RUBEL HOSSAIN,29,Female,A+,PACKING,Helper,Gazipur,7122,772,7894,01982557801,"November 19, 2021",92.2,rubel.hossain11@gmail.com,9117485939221,2.4
EMP03274,Sohel Ali,41,Female,O-,Embroidery,Machine Mechanic,Dhaka,13777,1555,15332,01948314387,2020-01-11,76.8,sohel.ali37@gmail.com,6306927574428,6.3
EMP03275,Rashid Hossain,30,Male,A+,Washng,Line Chief,Rajshahi,21593.00,1570,23163,01835367646,18/11/22,82.4,rashid.hossain76@gmail.com,2700798412801,2.6
EMP03276,Mamun Talukder,42,Male,B-,Admin,Machine Mechanic,Dhaka,12902.00,1216,14118,01881207262,"August 12, 2019",92.9,mamun.talukder41@gmail.com,8967323192924,13.7
EMP03277,Rubel Miah,40,Male,A-,Packing,Floor In-charge,Syhlet,"৳26,726",1783,28509,01731-805561,2018-01-12,95.2,rubel.miah79@gmail.com,5927340224808,1.6
EMP03278,Monira Sarker,23,Female,A+,Maintenance,Supervisor,Dhaka,16715.00,1846,18561,01864649128,--,95.0,monira.sarker77@gmail.com,4985055056623,5.1
EMP03279,Sumaiya Biswas,53,Female,AB+,Packing,Operator,Chattogram,11468,752,12220,01876054801,2018-06-29,93.1,sumaiya.biswas62@gmail.com,4042263236071,2.1
EMP03280,Lovely Talukder,52,Female,AB-,Admin,Quality Inspector,Gazipur,12990,1388,14378,01984896754,"June 18, 2018",86.6,lovely.talukder96@gmail.com,7297992719,5.2
EMP03281,Lovely Akter,39,Female,A-,Sewing,Asst. Manager,DHAKA,44068,3587,47655,01994301278,10-08-2020,95.7,lovely.akter32@gmail.com,3391614187637,9.6
EMP03282,Sohel Biswas,18,Male,O+,QUALITY CONTROL,Helper,SYLHET,8098,981,9079,01993814872,2020-02-25,88.3,sohel.biswas23@gmail.com,6974405538838,6.4
EMP03283,হাসিনা Mondal,54,Male,AB-,Washing,Machine Mechanic,Khulna,17273,1221,18494,01890406641,2021-07-16,76.2,nadia.miah99@gmail.com,8806214239079,9.6
EMP03284,Fatema Mondal,44,Male,B+,Admin,Floor In-charge,GAZIPUR,27132,2712,29844,01989116922,30-09-2019,89.6,fatema.mondal54@gmail.com,1316643636655,0.6
EMP03285,Sharmin Talukder,19,Female,AB-,Quality Control,Senior Operator,Khulna,17558,911,18469,01717121262,2021-08-04,86.4,sharmin.talukder38@gmail.com,7850359695682,0.7
EMP03286,Monira Mondal,50,Female,AB-,Embrodiery,Helper,Rajshahi,"৳7,190",483,7673,01871966874,2020-10-21,89.7,monira.mondal61@gmail.com,5479355514093,11.2
EMP03287,Md. Rahim Uddin,29,Male,O+,Washing,Supervisor,Narayanganj,23195,1946,25141,01829708887,2020/06/07,88.1,md..uddin40@gmail.com,9111579175537,7.5
EMP03288,Belal Uddin,51,Male,AB-,Sewing,Quality Inspector,Dhaka,14680,961,15641,01826602101,2019-08-31,90.6,belal.uddin61@gmail.com,9358304290738,6.5
EMP03289,Belal Khatun,29,Male,A-,Embroidery,Floor In-charge,Narayanganj,30443,2324,32767,01836-844121,2020/01/10,99.7,belal.khatun77@gmail.com,7077239476363,3.4
EMP03290,Sumaiya Uddin,41,Male,O+,Admin,Helper,chattogram,7509,986,8495,01824611860,"October 01, 2021",90.1,sumaiya.uddin64@gmail.com,4050649317277,5.5
EMP03291,Fatema Uddin,39,Female,A-,Embroidery,Machine Mechanic,rajshahi,12829,1228,14057,+8801797864875,2019-12-20,99.9,fatema.uddin73@gmail.com,5811351542266,13.9
EMP03292,mofiz sarker,20,Female,B-,Admin,Line Chief,Narayanganj,20158.00,1398,21556,+8801841219327,2020-10-18,96.0,mofiz.sarker68@gmail.com,2453414615686,4.8
EMP03293,Nadia Akter,30,Male,O-,Maintenance,Trainee,Rajshahi,6598,462,7060,01973166856,2020-08-30,75.7,nadia.akter85@gmail.com,2541104513599,4.2
EMP03294,Sumaiya Uddin,21,Female,O-,finish,Asst. Manager,Gazipur,49452,3824,53276,01756029187,11-08-2021,97.0,sumaiya.uddin39@gmail.com,3971688795614,0.0
EMP03295,Abdul Karim Sarker,18,Male,A+,sewing,Trainee,Chattogram,7960,448,8408,01881955042,2018-08-30,89.0,abdul.sarker1@gmail.com,1706979930055,8.7
EMP03296,Hasina Khan,44,Female,B+,Quality Control,,Rajshahi,21551,2593,23724,01957134261,2021-04-27,96.2,hasina.khan19@gmail.com,1266828184907,2.5
EMP03297,KULSUM KHATUN,48,Male,O-,Washing,Supervisor,CTG,19542,2782,22324,01726684554,2020/11/09,94.6,kulsum.khatun59@gmail.com,6383657381379,4.7
EMP03298,Mamun Sheikh,36,Male,O+,Embroidery,Supervisor,Chattogram,"৳24,473",2791,27264,01923135641,2021-08-17,87.3,mamun.sheikh42@gmail.com,4006418703800,10.1
EMP03299,Mamun Sheikh,34,Male,A-,Maintenance,Senior Operator,Narayanganj,15690,803,16493,01835449437,13-10-2021,91.0,mamun.sheikh59@gmail.com,2597496699938,1.5
EMP03300,Roksana Uddin,25,Female,A-,Embroidery,Senior Operator,Dhaka,17225,1585,18851,01991-831874,,90.5,roksana.uddin92@gmail.com,7509982768195,12.3
EMP03301,Hasina Khan,26,Female,AB+,Washing,Helper,Sylhet,"৳7,739",870,8609,01810489203,"April 13, 2021",88.7,hasina.khan2@gmail.com,6577367051258,8.4
EMP03302,Habib Sarker,25,Female,O-,maintenance,Supervisor,Narayanganj,22980,2547,25527,01798198398,2021-11-24,95.6,habib.sarker15@gmail.com,9812889989300,3.4
EMP03303,Shirina Sarker,37,Female,AB+,Admin,Line Chief,Dhaka,29787,3253,33040,01993088521,2020/01/24,91.2,shirina.sarker2@gmail.com,6967631331142,13.0
EMP03304,Hasina Akter,28,Female,B-,quality control,Trainee,Khulna,6319,674,6993,01929355232,,999,hasina.akter68@gmail.com,8753099042269,5.3
EMP03305,  Faruk Talukder  ,20,Male,B-,Store,Asst. Manager,Khulna,45053,4877,49930,01977189419,2018-11-20,84.4,faruk.talukder87@gmail.com,5660970599254,5.4
EMP03306,  Amena Khan  ,33,Female,AB-,Quality Control,Asst. Manager,Narayanganj,54254,3114,57368,01858458674,2022-08-09,88.2,amena.khan59@gmail.com,7455463571814,0.7
EMP03307,Rashid Hossain,39,Male,B-,Washing,Senior Operator,Chattogram,13609 taka,1713,15322,01898541395,2018/01/03,78.3,rashid.hossain85@gmail.com,6710050871700,14.6
EMP03308,Rashid Sarker,,Female,AB-,Finishing,Trainee,Rajshahi,"৳6,263",735,6998,01958-157069,30-10-2018,93.3,,9868274956414,1.1
EMP03309,Sohel Sheikh,28,Male,O-,Cutting,Floor In-charge,Narayanganj,33423,4279,37702,01927594789,2018/09/14,92.1,sohel.sheikh32@gmail.com,1036089648860,6.5
EMP03310,Belal Sheikh,35,Male,O+,Maintenance,Trainee,NARAYANGANJ,7599,1086,8685,01747412721,24-09-2018,99.5,belal.sheikh71@gmail.com,9151980285876,14.7
E-3311,Rashid Hossain,50,Female,B+,QUALITY CONTROL,Line Chief,Narayanganj,28015,2089,30104,01754-385680,not recorded,75.4,rashid.hossain37@gmail.com,7206249960597,0.6
EMP03312,Mamun Ali,30,Male,O+,Packing,Line Chief,Chattogram,26291,2216,28507,+8801773312452,2021-11-08,84.3,mamun.ali47@gmail.com,5496179144975,1.3
